id,ra,dec,mjd,cmag,cerr,filter
169.42996,185.431152843659,-31.995319781939,57113.2407955746,21.5435,0.0441502,r
169.42996,185.431152197635,-31.9953203634484,57113.2428643513,21.5298,0.0397291,i
169.42996,185.431154513994,-31.995322629588,57113.2449184051,21.899,0.0710773,g
169.42996,185.431152719162,-31.9953210619447,57113.2469750983,21.5221,0.0305044,r
169.42996,185.431151930039,-31.9953207678992,57113.2490346823,21.4737,0.0359133,i
169.42996,185.431154012385,-31.9953198993968,57113.2510848199,21.869,0.0730877,g
169.42996,185.431152633255,-31.9953196602679,57113.2531494303,21.4993,0.037829,r
169.42996,185.431151643475,-31.9953199183029,57113.2552125314,21.4371,0.0348822,i
169.42996,185.43115454822,-31.9953209463317,57113.2572860792,21.8048,0.0579077,g
169.42996,185.431153585066,-31.9953201239821,57113.2593520791,21.5566,0.0428458,r
169.42996,185.431152250974,-31.9953206725765,57113.2614134587,21.5068,0.0444744,i
169.42996,185.431153563792,-31.9953211612542,57113.2634749603,21.9298,0.072887,g
169.42996,185.43115277989,-31.9953198200993,57113.2655376783,21.4592,0.0352203,r
169.42996,185.431152403364,-31.9953201005999,57113.2675982537,21.4388,0.0362221,i
169.42996,185.43115670108,-31.9953217389144,57113.269649724,21.999,0.0905803,g
169.42996,185.431153557634,-31.9953203277578,57113.271698901,21.4933,0.0398357,r
169.42996,185.431152490922,-31.9953197655738,57113.2737599546,21.4821,0.0322044,i
169.42996,185.431155549118,-31.9953203565442,57113.275822436,21.8046,0.0597172,g
169.42996,185.431152805078,-31.995319891109,57113.2778905868,21.5164,0.0376283,r
169.42996,185.431152440655,-31.9953201374441,57113.2799498695,21.5586,0.0323089,i
169.42996,185.431156899625,-31.9953218846051,57113.2820165562,21.8758,0.0625324,g
169.42996,185.431154011571,-31.9953207142755,57113.2840693905,21.5393,0.0445516,r
169.42996,185.431153268984,-31.9953199631605,57113.2861353876,21.5005,0.0409664,i
169.42996,185.431155834396,-31.9953207928045,57113.2881987994,22.0021,0.0738928,g
169.42996,185.431153012823,-31.9953197378436,57113.2902692952,21.4755,0.0423442,r
169.42996,185.431152953026,-31.9953192118176,57113.2923222962,21.4684,0.040347,i
169.42996,185.431158525213,-31.9953217337195,57113.2943916824,21.9341,0.065247,g
169.42996,185.431153550253,-31.995321506863,57113.2964478303,21.573,0.0448526,r
169.42996,185.431152430714,-31.9953207770866,57113.2985079465,21.4305,0.0361189,i
169.42996,185.431157244441,-31.9953208448013,57113.3005702132,21.952,0.0765062,g
169.42996,185.431152979056,-31.995319649006,57113.3026272547,21.5142,0.037528,r
169.42996,185.431151672676,-31.9953199498763,57113.3046907759,21.4419,0.0390059,i
169.42996,185.431157953457,-31.9953231660717,57113.3067501471,22.0247,0.0743956,g
169.42996,185.431152779489,-31.9953203173209,57113.308813985,21.568,0.0457556,r
169.42996,185.431153326253,-31.9953211783908,57113.3108777697,21.5196,0.0546954,i
169.42996,185.431157498858,-31.9953205868126,57113.3129347842,21.9548,0.0857547,g
169.42996,185.431153085069,-31.9953198723472,57113.3150019869,21.6214,0.0404378,r
169.42996,185.431152481714,-31.995320073685,57113.3170648417,21.4801,0.0450933,i
169.42996,185.431160206861,-31.9953230332207,57113.3191286926,22.0784,0.0816339,g
169.42996,185.431154314594,-31.9953219291556,57113.3211867646,21.5659,0.0422438,r
169.42996,185.431152902468,-31.9953205771113,57113.3232564121,21.642,0.0520122,i
169.42996,185.431152986574,-31.9953198588379,57113.3253226699,21.62,0.0300029,r
169.42996,185.431152634615,-31.9953190208832,57113.3298081043,21.5881,0.0268924,r
169.42996,185.43114989061,-31.9953190143979,57113.3342931787,21.5555,0.0280964,r
169.42996,185.43115441234,-31.9953211237607,57113.3387698606,21.6148,0.0256885,r
169.42996,185.431158308852,-31.9953198957443,57113.3527525328,21.5982,0.0243841,r
